source_cohort,held_out_donor,gene,variance_rank_selected
GSE199219,CID3838,BATF,True
GSE199219,CID3838,AHSA1,True
GSE199219,CID3838,CALM1,True
GSE199219,CID3838,DDX24,True
GSE199219,CID3838,PAPOLA,True
GSE199219,CID3838,BCL11B,True
GSE199219,CID3838,EVL,True
GSE199219,CID3838,PPP2R5C,True
GSE199219,CID3838,HSP90AA1,True
GSE199219,CID3838,EIF5,True
GSE199219,CID3838,CRIP1,True
GSE199219,CID3838,SRP14,True
GSE199219,CID3838,PDIA3,True
GSE199219,CID3838,SERF2,True
GSE199219,CID3838,DUT,True
GSE199219,CID3838,EID1,True
GSE199219,CID3838,GABPB1-AS1,True
GSE199219,CID3838,RSL24D1,True
GSE199219,CID3838,SLTM,True
GSE199219,CID3838,ANXA2,True
GSE199219,CID3838,RORA,True
GSE199219,CID3838,RPS27L,True
GSE199219,CID3838,PPIB,True
GSE199219,CID3838,RPL4,True
GSE199219,CID3838,PKM,True
GSE199219,CID3838,ARIH1,True
GSE199219,CID3838,COX5A,True
GSE199219,CID3838,PSTPIP1,True
GSE199219,CID3838,MORF4L1,True
GSE199219,CID3838,RPS17,True
GSE199219,CID3838,SEC11A,True
GSE199219,CID3838,AKAP13,True
GSE199219,CID3838,ISG20,True
GSE199219,CID3838,CIB1,True
GSE199219,CID3838,IQGAP1,True
GSE199219,CID3838,CHD2,True
GSE199219,CID3838,SRRM2,True
GSE199219,CID3838,ELOB,True
GSE199219,CID3838,IL32,True
GSE199219,CID3838,SOCS1,True
GSE199219,CID3838,LITAF,True
GSE199219,CID3838,GSPT1,True
GSE199219,CID3838,RPS15A,True
GSE199219,CID3838,ARL6IP1,True
GSE199219,CID3838,RBBP6,True
GSE199219,CID3838,CD19,False
GSE199219,CID3838,LAT,True
GSE199219,CID3838,ALDOA,True
GSE199219,CID3838,CORO1A,True
GSE199219,CID3838,SEPT1,True
GSE199219,CID3838,FUS,True
GSE199219,CID3838,CYLD,True
GSE199219,CID3838,MT2A,True
GSE199219,CID3838,HERPUD1,True
GSE199219,CID3838,CKLF,True
GSE199219,CID3838,FAM96B,True
GSE199219,CID3838,GABARAPL2,True
GSE199219,CID3838,TERF2IP,True
GSE199219,CID3838,MAF,True
GSE199219,CID3838,CMC2,True
GSE199219,CID3838,COTL1,True
GSE199219,CID3838,COX4I1,True
GSE199219,CID3838,MAP1LC3B,True
GSE199219,CID3838,CYBA,True
GSE199219,CID3838,APRT,True
GSE199219,CID3838,ANKRD11,True
GSE199219,CID3838,TCF25,True
GSE199219,CID3838,ITGAE,False
GSE199219,CID3838,PFN1,True
GSE199219,CID3838,EIF5A,True
GSE199219,CID3838,ACAP1,True
GSE199219,CID3838,POLR2A,True
GSE199219,CID3838,EIF4A1,True
GSE199219,CID3838,KDM6B,True
GSE199219,CID3838,TRAPPC1,True
GSE199219,CID3838,VAMP2,True
GSE199219,CID3838,RPL26,True
GSE199219,CID3838,NCOR1,True
GSE199219,CID3838,UBB,True
GSE199219,CID3838,WSB1,True
GSE199219,CID3838,RPL23A,True
GSE199219,CID3838,NUFIP2,True
GSE199219,CID3838,EVI2B,True
GSE199219,CID3838,ZNF207,True
GSE199219,CID3838,SLFN5,True
GSE199219,CID3838,CCL5,True
GSE199219,CID3838,CCL3,True
GSE199219,CID3838,CCL4,True
GSE199219,CID3838,CCL4L2,True
GSE199219,CID3838,PSMB3,True
GSE199219,CID3838,RPL23,True
GSE199219,CID3838,RPL19,True
GSE199219,CID3838,ERBB2,False
GSE199219,CID3838,CCR7,True
GSE199219,CID3838,KRT10,True
GSE199219,CID3838,STAT3,True
GSE199219,CID3838,RPL27,True
GSE199219,CID3838,HEXIM1,True
GSE199219,CID3838,FMNL1,True
GSE199219,CID3838,SKAP1,True
GSE199219,CID3838,LUC7L3,True
GSE199219,CID3838,TOB1,True
GSE199219,CID3838,VMP1,True
GSE199219,CID3838,LIMD2,True
GSE199219,CID3838,DDX5,True
GSE199219,CID3838,BPTF,True
GSE199219,CID3838,KPNA2,True
GSE199219,CID3838,RPL38,True
GSE199219,CID3838,FDXR,False
GSE199219,CID3838,JPT1,True
GSE199219,CID3838,SUMO2,True
GSE199219,CID3838,H3F3B,True
GSE199219,CID3838,UBALD2,True
GSE199219,CID3838,SRSF2,True
GSE199219,CID3838,SEPT9,True
GSE199219,CID3838,SOCS3,True
GSE199219,CID3838,EIF4A3,True
GSE199219,CID3838,RNF213,True
GSE199219,CID3838,ACTG1,True
GSE199219,CID3838,CD7,True
GSE199219,CID3838,METRNL,True
GSE199219,CID3838,SMCHD1,True
GSE199219,CID3838,MYL12A,True
GSE199219,CID3838,MYL12B,True
GSE199219,CID3838,NDUFV2,True
GSE199219,CID3838,ANKRD12,True
GSE199219,CID3838,VAPA,True
GSE199219,CID3838,CHMP1B,True
GSE199219,CID3838,LDLRAD4,True
GSE199219,CID3838,ROCK1,True
GSE199219,CID3838,RPL17,True
GSE199219,CID3838,PMAIP1,True
GSE199219,CID3838,MBP,True
GSE199219,CID3838,FKBP1A,True
GSE199219,CID3838,SNRPB,True
GSE199219,CID3838,NOP56,True
GSE199219,CID3838,PRNP,True
GSE199219,CID3838,CST7,True
GSE199219,CID3838,DYNLRB1,True
GSE199219,CID3838,RBM39,True
GSE199219,CID3838,TOP1,True
GSE199219,CID3838,YWHAB,True
GSE199219,CID3838,STK4,True
GSE199219,CID3838,ZFAS1,True
GSE199219,CID3838,CEBPB,True
GSE199219,CID3838,GNAS,True
GSE199219,CID3838,ATP5F1E,True
GSE199219,CID3838,PSMA7,True
GSE199219,CID3838,RPS21,True
GSE199219,CID3838,PPDPF,True
GSE199219,CID3838,GZMM,True
GSE199219,CID3838,PTBP1,True
GSE199219,CID3838,GPX4,True
GSE199219,CID3838,ATP5F1D,True
GSE199219,CID3838,MIDN,True
GSE199219,CID3838,CIRBP,True
GSE199219,CID3838,RPS15,True
GSE199219,CID3838,UQCR11,True
GSE199219,CID3838,ABHD17A,True
GSE199219,CID3838,MKNK2,True
GSE199219,CID3838,OAZ1,True
GSE199219,CID3838,LSM7,True
GSE199219,CID3838,GADD45B,True
GSE199219,CID3838,AES,True
GSE199219,CID3838,EEF2,True
GSE199219,CID3838,RPL36,True
GSE199219,CID3838,NDUFA11,True
GSE199219,CID3838,TNFSF9,True
GSE199219,CID3838,RPS28,True
GSE199219,CID3838,HNRNPM,True
GSE199219,CID3838,UBL5,True
GSE199219,CID3838,EIF3G,True
GSE199219,CID3838,ICAM3,True
GSE199219,CID3838,CDC37,True
GSE199219,CID3838,WDR83OS,True
GSE199219,CID3838,TRIR,True
GSE199219,CID3838,JUNB,True
GSE199219,CID3838,PRDX2,True
GSE199219,CID3838,CALR,True
GSE199219,CID3838,IER2,True
GSE199219,CID3838,C19orf53,True
GSE199219,CID3838,AC020916.1,True
GSE199219,CID3838,ADGRE5,True
GSE199219,CID3838,DNAJB1,True
GSE199219,CID3838,TPM4,True
GSE199219,CID3838,KLF2,True
GSE199219,CID3838,BST2,True
GSE199219,CID3838,RPL18A,True
GSE199219,CID3838,JUND,True
GSE199219,CID3838,FKBP8,True
GSE199219,CID3838,UBA52,True
GSE199219,CID3838,COPE,True
GSE199219,CID3838,NDUFA13,True
GSE199219,CID3838,FXYD5,True
GSE199219,CID3838,COX6B1,True
GSE199219,CID3838,NFKBID,True
GSE199219,CID3838,HCST,True
GSE199219,CID3838,PSMD8,True
GSE199219,CID3838,EIF3K,True
GSE199219,CID3838,ACTN4,True
GSE199219,CID3838,GMFG,True
GSE199219,CID3838,ZFP36,True
GSE199219,CID3838,RPS16,True
GSE199219,CID3838,SERTAD1,True
GSE199219,CID3838,HNRNPUL1,True
GSE199219,CID3838,TGFB1,True
GSE199219,CID3838,RPS19,True
GSE199219,CID3838,ARHGEF1,True
GSE199219,CID3838,RABAC1,True
GSE199219,CID3838,DEDD2,True
GSE199219,CID3838,FOSB,True
GSE199219,CID3838,SNRPD2,True
GSE199219,CID3838,CALM3,True
GSE199219,CID3838,NOP53,True
GSE199219,CID3838,EMP3,True
GSE199219,CID3838,RPL18,True
GSE199219,CID3838,PPP1R15A,True
GSE199219,CID3838,BAX,True
GSE199219,CID3838,FTL,True
GSE199219,CID3838,CD37,True
GSE199219,CID3838,RPL13A,True
GSE199219,CID3838,RPS11,True
GSE199219,CID3838,NKG7,True
GSE199219,CID3838,ZNF331,True
GSE199219,CID3838,MYADM,True
GSE199219,CID3838,RPS9,True
GSE199219,CID3838,UBE2S,True
GSE199219,CID3838,RPS5,True
GSE199219,CID3838,RANBP1,True
GSE199219,CID3838,MIF,True
GSE199219,CID3838,XBP1,True
GSE199219,CID3838,UQCR10,True
GSE199219,CID3838,PIK3IP1,True
GSE199219,CID3838,MYH9,True
GSE199219,CID3838,RAC2,True
GSE199219,CID3838,LGALS1,True
GSE199219,CID3838,DDX17,True
GSE199219,CID3838,APOBEC3G,True
GSE199219,CID3838,RPL3,True
GSE199219,CID3838,ATF4,True
GSE199219,CID3838,TNRC6B,True
GSE199219,CID3838,ST13,True
GSE199219,CID3838,RBX1,True
GSE199219,CID3838,SNU13,True
GSE199219,CID3838,SMDT1,True
GSE199219,CID3838,TSPO,True
GSE199219,CID3838,PIM3,True
GSE199219,CID3838,TYMP,True
GSE199219,CID3838,SAMSN1,True
GSE199219,CID3838,BTG3,True
GSE199219,CID3838,ATP5PF,True
GSE199219,CID3838,SOD1,True
GSE199219,CID3838,SON,True
GSE199219,CID3838,MRPS6,True
GSE199219,CID3838,SLC5A3,True
GSE199219,CID3838,HMGN1,True
GSE199219,CID3838,ABCG1,False
GSE199219,CID3838,CSTB,True
GSE199219,CID3838,ITGB2,True
GSE199219,CID3838,MT-ND2,True
GSE199219,CID3838,MT-ND3,True
GSE199219,CID3838,MT-ND4L,True
GSE199219,CID3838,MT-ND5,True
GSE199219,CID3838,mm10---mt-Atp6,True
GSE199219,CID3838,mm10---mt-Co3,True
GSE199219,CID3838,mm10---mt-Co2,True
GSE199219,CID3838,mm10---mt-Cytb,True
GSE199219,CID3838,mm10---mt-Co1,True
GSE199219,CID3838,mm10---mt-Nd1,True
GSE199219,CID3838,mm10---Gm42418,True
GSE199219,CID3838,mm10---mt-Nd2,True
GSE199219,CID3838,mm10---mt-Nd4,True
GSE199219,CID3838,SELK,True
GSE199219,CID3838,FYB,True
GSE199219,CID3838,GNB2L1,True
GSE199219,CID3838,ATP5L,True
GSE199219,CID3838,ATP5G2,True
GSE199219,CID3838,ATP5E,True
GSE199219,CID3838,C19orf43,True
GSE199219,CID3838,CTD-3252C9.4,True
GSE199219,CID3838,GLTSCR2,True
GSE199219,CID4040,ISG15,True
GSE199219,CID4040,TNFRSF18,True
GSE199219,CID4040,TNFRSF4,True
GSE199219,CID4040,RPL22,True
GSE199219,CID4040,TNFRSF9,True
GSE199219,CID4040,PARK7,True
GSE199219,CID4040,ENO1,True
GSE199219,CID4040,TNFRSF1B,True
GSE199219,CID4040,PRDM2,True
GSE199219,CID4040,EFHD2,True
GSE199219,CID4040,CAPZB,True
GSE199219,CID4040,MINOS1,True
GSE199219,CID4040,HP1BP3,True
GSE199219,CID4040,CDC42,True
GSE199219,CID4040,ID3,True
GSE199219,CID4040,RPL11,True
GSE199219,CID4040,SRSF10,True
GSE199219,CID4040,RCAN3,True
GSE199219,CID4040,SRRM1,True
GSE199219,CID4040,RUNX3,True
GSE199219,CID4040,SYF2,True
GSE199219,CID4040,RSRP1,True
GSE199219,CID4040,TMEM50A,True
GSE199219,CID4040,STMN1,True
GSE199219,CID4040,SH3BGRL3,True
GSE199219,CID4040,CD52,True
GSE199219,CID4040,HMGN2,True
GSE199219,CID4040,NUDC,True
GSE199219,CID4040,IFI6,True
GSE199219,CID4040,ATP5IF1,True
GSE199219,CID4040,SNHG12,True
GSE199219,CID4040,LAPTM5,True
GSE199219,CID4040,PTP4A2,True
GSE199219,CID4040,LCK,True
GSE199219,CID4040,MARCKSL1,True
GSE199219,CID4040,SFPQ,True
GSE199219,CID4040,NDUFS5,True
GSE199219,CID4040,MACF1,True
GSE199219,CID4040,CAP1,True
GSE199219,CID4040,SMAP2,True
GSE199219,CID4040,YBX1,True
GSE199219,CID4040,RPS8,True
GSE199219,CID4040,PLK3,True
GSE199219,CID4040,PRDX1,True
GSE199219,CID4040,NASP,True
GSE199219,CID4040,UQCRH,True
GSE199219,CID4040,TMEM59,True
GSE199219,CID4040,DHCR24,False
GSE199219,CID4040,JUN,True
GSE199219,CID4040,JAK1,True
GSE199219,CID4040,PDE4B,True
GSE199219,CID4040,SERBP1,True
GSE199219,CID4040,GADD45A,True
GSE199219,CID4040,SRSF11,True
GSE199219,CID4040,GNG5,True
GSE199219,CID4040,ODF2L,True
GSE199219,CID4040,GTF2B,True
GSE199219,CID4040,GBP2,True
GSE199219,CID4040,GBP5,True
GSE199219,CID4040,RPL5,True
GSE199219,CID4040,DNTTIP2,True
GSE199219,CID4040,PRPF38B,True
GSE199219,CID4040,CD53,True
GSE199219,CID4040,RAP1A,True
GSE199219,CID4040,CAPZA1,True
GSE199219,CID4040,PTPN22,True
GSE199219,CID4040,BCAS2,True
GSE199219,CID4040,CSDE1,True
GSE199219,CID4040,ATP1A1,True
GSE199219,CID4040,CD2,True
GSE199219,CID4040,TENT5C,True
GSE199219,CID4040,HMGCS2,False
GSE199219,CID4040,RBM8A,True
GSE199219,CID4040,TXNIP,True
GSE199219,CID4040,MCL1,True
GSE199219,CID4040,ENSA,True
GSE199219,CID4040,S100A10,True
GSE199219,CID4040,S100A11,True
GSE199219,CID4040,S100A6,True
GSE199219,CID4040,S100A4,True
GSE199219,CID4040,JTB,True
GSE199219,CID4040,TPM3,True
GSE199219,CID4040,PBXIP1,True
GSE199219,CID4040,FDPS,False
GSE199219,CID4040,ASH1L,True
GSE199219,CID4040,SSR2,True
GSE199219,CID4040,LMNA,True
GSE199219,CID4040,CCT3,True
GSE199219,CID4040,IFI16,True
GSE199219,CID4040,TAGLN2,True
GSE199219,CID4040,CD48,True
GSE199219,CID4040,TSTD1,True
GSE199219,CID4040,UFC1,True
GSE199219,CID4040,HSPA6,True
GSE199219,CID4040,HSD17B7,False
GSE199219,CID4040,CD247,True
GSE199219,CID4040,XCL2,True
GSE199219,CID4040,PRRC2C,True
GSE199219,CID4040,CACYBP,True
GSE199219,CID4040,IER5,True
GSE199219,CID4040,ARPC5,True
GSE199219,CID4040,FAM129A,True
GSE199219,CID4040,IVNS1ABP,True
GSE199219,CID4040,TPR,True
GSE199219,CID4040,RGS1,True
GSE199219,CID4040,RGS2,True
GSE199219,CID4040,PTPRC,True
GSE199219,CID4040,PTPN7,True
GSE199219,CID4040,BTG2,True
GSE199219,CID4040,NUCKS1,True
GSE199219,CID4040,CD55,True
GSE199219,CID4040,TRAF3IP3,True
GSE199219,CID4040,ATF3,True
GSE199219,CID4040,H3F3A,True
GSE199219,CID4040,ARF1,True
GSE199219,CID4040,GUK1,True
GSE199219,CID4040,TOMM20,True
GSE199219,CID4040,ARID4B,True
GSE199219,CID4040,LYST,True
GSE199219,CID4040,HNRNPU,True
GSE199219,CID4040,RPS7,True
GSE199219,CID4040,ID2,True
GSE199219,CID4040,YWHAQ,True
GSE199219,CID4040,ODC1,True
GSE199219,CID4040,PDIA6,True
GSE199219,CID4040,OST4,True
GSE199219,CID4040,FOSL2,True
GSE199219,CID4040,PPP1CB,True
GSE199219,CID4040,YPEL5,True
GSE199219,CID4040,LBH,True
GSE199219,CID4040,SRSF7,True
GSE199219,CID4040,EML4,True
GSE199219,CID4040,ZFP36L2,True
GSE199219,CID4040,CALM2,True
GSE199219,CID4040,EPCAM,False
GSE199219,CID4040,RTN4,True
GSE199219,CID4040,RPS27A,True
GSE199219,CID4040,REL,True
GSE199219,CID4040,CCT4,True
GSE199219,CID4040,UGP2,True
GSE199219,CID4040,ACTR2,True
GSE199219,CID4040,AAK1,True
GSE199219,CID4040,PCBP1,True
GSE199219,CID4040,SNRPG,True
GSE199219,CID4040,TMSB10,True
GSE199219,CID4040,VAMP8,True
GSE199219,CID4040,GNLY,True
GSE199219,CID4040,CD8A,True
GSE199219,CID4040,CD8B,True
GSE199219,CID4040,CYTOR,True
GSE199219,CID4040,DUSP2,True
GSE199219,CID4040,ARID5A,True
GSE199219,CID4040,COX5B,True
GSE199219,CID4040,RPL31,True
GSE199219,CID4040,GCC2,True
GSE199219,CID4040,LIMS1,True
GSE199219,CID4040,ACTR3,True
GSE199219,CID4040,DDX18,True
GSE199219,CID4040,DBI,True
GSE199219,CID4040,GYPC,True
GSE199219,CID4040,MZT2B,True
GSE199219,CID4040,MZT2A,True
GSE199219,CID4040,UBXN4,True
GSE199219,CID4040,CXCR4,True
GSE199219,CID4040,ARHGAP15,True
GSE199219,CID4040,ZEB2,True
GSE199219,CID4040,PRPF40A,True
GSE199219,CID4040,NR4A2,True
GSE199219,CID4040,CYTIP,True
GSE199219,CID4040,TANK,True
GSE199219,CID4040,PPIG,True
GSE199219,CID4040,WIPF1,True
GSE199219,CID4040,ATP5MC3,True
GSE199219,CID4040,HNRNPA3,True
GSE199219,CID4040,NFE2L2,True
GSE199219,CID4040,ITGA4,True
GSE199219,CID4040,ORMDL1,True
GSE199219,CID4040,GLS,True
GSE199219,CID4040,STAT1,True
GSE199219,CID4040,STAT4,True
GSE199219,CID4040,NABP1,True
GSE199219,CID4040,STK17B,True
GSE199219,CID4040,ANKRD44,True
GSE199219,CID4040,SF3B1,True
GSE199219,CID4040,HSPD1,True
GSE199219,CID4040,HSPE1,True
GSE199219,CID4040,BZW1,True
GSE199219,CID4040,CLK1,True
GSE199219,CID4040,CFLAR,True
GSE199219,CID4040,SUMO1,True
GSE199219,CID4040,NOP58,True
GSE199219,CID4040,CTLA4,True
GSE199219,CID4040,ICOS,True
GSE199219,CID4040,EEF1B2,True
GSE199219,CID4040,XRCC5,True
GSE199219,CID4040,RPL37A,True
GSE199219,CID4040,ARPC2,True
GSE199219,CID4040,TUBA4A,True
GSE199219,CID4040,SP100,True
GSE199219,CID4040,NCL,True
GSE199219,CID4040,ARL4C,True
GSE199219,CID4040,LRRFIP1,True
GSE199219,CID4040,PDCD1,False
GSE199219,CID4040,ARPC4,True
GSE199219,CID4040,BRK1,True
GSE199219,CID4040,RPL32,True
GSE199219,CID4040,ANKRD28,True
GSE199219,CID4040,RPL15,True
GSE199219,CID4040,GOLGA4,True
GSE199219,CID4040,CSRNP1,True
GSE199219,CID4040,RPSA,True
GSE199219,CID4040,EIF1B,True
GSE199219,CID4040,RPL14,True
GSE199219,CID4040,NKTR,True
GSE199219,CID4040,TMA7,True
GSE199219,CID4040,RHOA,True
GSE199219,CID4040,GNAI2,True
GSE199219,CID4040,RPL29,True
GSE199219,CID4040,SPCS1,True
GSE199219,CID4040,SELENOK,True
GSE199219,CID4040,ARF4,True
GSE199219,CID4040,ARL6IP5,True
GSE199219,CID4040,FOXP1,True
GSE199219,CID4040,MTRNR2L12,True
GSE199219,CID4040,CLDND1,True
GSE199219,CID4040,RPL24,True
GSE199219,CID4040,NFKBIZ,True
GSE199219,CID4040,CD47,True
GSE199219,CID4040,TRAT1,True
GSE199219,CID4040,CD96,True
GSE199219,CID4040,TIGIT,True
GSE199219,CID4040,NDUFB4,True
GSE199219,CID4040,HCLS1,True
GSE199219,CID4040,GOLGB1,True
GSE199219,CID4040,CNBP,True
GSE199219,CID4040,H1FX,True
GSE199219,CID4040,CDV3,True
GSE199219,CID4040,ATP1B3,True
GSE199219,CID4040,TSC22D2,True
GSE199219,CID4040,SERP1,True
GSE199219,CID4040,MBNL1,True
GSE199219,CID4040,DHX36,True
GSE199219,CID4040,TIPARP,True
GSE199219,CID4040,CCNL1,True
GSE199219,CID4040,SEC62,True
GSE199219,CID4040,SKIL,True
GSE199219,CID4040,RPL22L1,True
GSE199219,CID4040,TRA2B,True
GSE199219,CID4040,EIF4A2,True
GSE199219,CID4040,PPP1R2,True
GSE199219,CID4040,PAK2,True
GSE199219,CID4040,RPL35A,True
GSE199219,CID4040,MXD4,True
GSE199219,CID4040,MRFAP1,True
GSE199219,CID4040,BOD1L1,True
GSE199219,CID4040,RBPJ,True
GSE199219,CID4040,RPL9,True
GSE199219,CID4040,RHOH,True
GSE199219,CID4040,OCIAD2,True
GSE199219,CID4040,HOPX,True
GSE199219,CID4040,AREG,True
GSE199219,CID4040,G3BP2,True
GSE199219,CID4040,CCNI,True
GSE199219,CID4040,CXCL13,True
GSE199219,CID4040,CNOT6L,True
GSE199219,CID4040,RASGEF1B,True
GSE199219,CID4040,HNRNPDL,True
GSE199219,CID4040,H2AFZ,True
GSE199219,CID4040,NFKB1,True
GSE199219,CID4040,UBE2D3,True
GSE199219,CID4040,RPL34,True
GSE199219,CID4040,SNHG8,True
GSE199219,CID4040,C4orf3,True
GSE199219,CID4040,ANXA5,True
GSE199219,CID4040,SMARCA5,True
GSE199219,CID4040,RPS3A,True
GSE199219,CID4040,HMGB2,True
GSE199219,CID4040,SUB1,True
GSE199219,CID4040,IL7R,True
GSE199219,CID4040,FYB1,True
GSE199219,CID4040,PTGER4,True
GSE199219,CID4040,PRKAA1,False
GSE199219,CID4040,RPL37,True
GSE199219,CID4040,EMB,True
GSE199219,CID4040,GZMK,True
GSE199219,CID4040,GZMA,True
GSE199219,CID4040,GPBP1,True
GSE199219,CID4040,PIK3R1,True
GSE199219,CID4040,BTF3,True
GSE199219,CID4040,NSA2,True
GSE199219,CID4040,TBCA,True
GSE199219,CID4040,RPS23,True
GSE199219,CID4040,COX7C,True
GSE199219,CID4040,CCNH,True
GSE199219,CID4040,GLRX,True
GSE199219,CID4040,CAST,True
GSE199219,CID4040,CHD1,True
GSE199219,CID4040,REEP5,True
GSE199219,CID4040,TNFAIP8,True
GSE199219,CID4040,HINT1,True
GSE199219,CID4040,CDC42SE2,True
GSE199219,CID4040,IRF1,True
GSE199219,CID4040,UQCRQ,True
GSE199219,CID4040,SKP1,True
GSE199219,CID4040,UBE2B,True
GSE199219,CID4040,HNRNPA0,True
GSE199219,CID4040,EGR1,True
GSE199219,CID4040,HSPA9,True
GSE199219,CID4040,PAIP2,True
GSE199219,CID4040,UBE2D2,True
GSE199219,CID4040,CD14,False
GSE199219,CID4040,TAF7,True
GSE199219,CID4040,NDFIP1,True
GSE199219,CID4040,NR3C1,True
GSE199219,CID4040,CSNK1A1,True
GSE199219,CID4040,CD74,True
GSE199219,CID4040,RPS14,True
GSE199219,CID4040,ITK,True
GSE199219,CID4040,NPM1,True
GSE199219,CID4040,DUSP1,True
GSE199219,CID4040,ATP6V0E1,True
GSE199219,CID4040,CREBRF,True
GSE199219,CID4040,HIGD2A,True
GSE199219,CID4040,PRELID1,True
GSE199219,CID4040,HNRNPAB,True
GSE199219,CID4040,HNRNPH1,True
GSE199219,CID4040,SQSTM1,True
GSE199219,CID4040,RACK1,True
GSE199219,CID4040,SERPINB9,True
GSE199219,CID4040,CD83,True
GSE199219,CID4040,MYLIP,True
GSE199219,CID4040,DEK,True
GSE199219,CID4040,HIST1H4C,True
GSE199219,CID4040,HLA-F,True
GSE199219,CID4040,HLA-A,True
GSE199219,CID4040,HLA-E,True
GSE199219,CID4040,PPP1R10,True
GSE199219,CID4040,TUBB,True
GSE199219,CID4040,TNF,True
GSE199219,CID4040,LTB,True
GSE199219,CID4040,CLIC1,True
GSE199219,CID4040,HSPA1A,True
GSE199219,CID4040,HSPA1B,True
GSE199219,CID4040,C6orf48,True
GSE199219,CID4040,NEU1,True
GSE199219,CID4040,GPSM3,True
GSE199219,CID4040,HLA-DRA,True
GSE199219,CID4040,HLA-DRB1,True
GSE199219,CID4040,HLA-DQA1,True
GSE199219,CID4040,HLA-DQB1,True
GSE199219,CID4040,PSMB8,True
GSE199219,CID4040,PSMB9,True
GSE199219,CID4040,TAP1,True
GSE199219,CID4040,BRD2,True
GSE199219,CID4040,HLA-DPA1,True
GSE199219,CID4040,HLA-DPB1,True
GSE199219,CID4040,RPS18,True
GSE199219,CID4040,TAPBP,True
GSE199219,CID4040,CUTA,True
GSE199219,CID4040,RPS10,True
GSE199219,CID4040,RPL10A,True
GSE199219,CID4040,SRSF3,True
GSE199219,CID4040,CDKN1A,True
GSE199219,CID4040,HSP90AB1,True
GSE199219,CID4040,EEF1A1,True
GSE199219,CID4040,COX7A2,True
GSE199219,CID4040,ZNF292,True
GSE199219,CID4040,PNRC1,True
GSE199219,CID4040,PNISR,True
GSE199219,CID4040,PRDM1,True
GSE199219,CID4040,SNX3,True
GSE199219,CID4040,CD164,True
GSE199219,CID4040,AMD1,True
GSE199219,CID4040,FYN,True
GSE199219,CID4040,RPS12,True
GSE199219,CID4040,BCLAF1,True
GSE199219,CID4040,TNFAIP3,True
GSE199219,CID4040,ABRACL,True
GSE199219,CID4040,CITED2,True
GSE199219,CID4040,SF3B5,True
GSE199219,CID4040,ARID1B,True
GSE199219,CID4040,DYNLT1,True
GSE199219,CID4040,SYTL3,True
GSE199219,CID4040,EZR,True
GSE199219,CID4040,TAGAP,True
GSE199219,CID4040,SOD2,True
GSE199219,CID4040,WTAP,True
GSE199219,CID4040,TCP1,True
GSE199219,CID4040,MRPL18,True
GSE199219,CID4040,RNASET2,True
GSE199219,CID4040,PSMB1,True
GSE199219,CID4040,ACTB,True
GSE199219,CID4040,RAC1,True
GSE199219,CID4040,NDUFA4,True
GSE199219,CID4040,ARL4A,True
GSE199219,CID4040,TOMM7,True
GSE199219,CID4040,TRA2A,True
GSE199219,CID4040,CYCS,True
GSE199219,CID4040,HNRNPA2B1,True
GSE199219,CID4040,CBX3,True
GSE199219,CID4040,TAX1BP1,True
GSE199219,CID4040,SEPT7,True
GSE199219,CID4040,STK17A,True
GSE199219,CID4040,PPIA,True
GSE199219,CID4040,H2AFV,True
GSE199219,CID4040,IKZF1,True
GSE199219,CID4040,SEC61G,True
GSE199219,CID4040,EGFR,False
GSE199219,CID4040,CHCHD2,True
GSE199219,CID4040,SBDS,True
GSE199219,CID4040,HSPB1,True
GSE199219,CID4040,AKAP9,True
GSE199219,CID4040,FAM133B,True
GSE199219,CID4040,SEM1,True
GSE199219,CID4040,ARPC1B,True
GSE199219,CID4040,LAMTOR4,True
GSE199219,CID4040,KMT2E,True
GSE199219,CID4040,NAMPT,True
GSE199219,CID4040,HBP1,True
GSE199219,CID4040,DNAJB9,True
GSE199219,CID4040,IFRD1,True
GSE199219,CID4040,AC016831.7,True
GSE199219,CID4040,AC016831.5,True
GSE199219,CID4040,AC058791.1,True
GSE199219,CID4040,ZC3HAV1,True
GSE199219,CID4040,NDUFB2,True
GSE199219,CID4040,SSBP1,True
GSE199219,CID4040,TRBC1,True
GSE199219,CID4040,TRBC2,True
GSE199219,CID4040,GSTK1,True
GSE199219,CID4040,GIMAP7,True
GSE199219,CID4040,DNAJB6,True
GSE199219,CID4040,SLC25A6,True
GSE199219,CID4040,CD99,True
GSE199219,CID4040,TMSB4X,True
GSE199219,CID4040,SYAP1,True
GSE199219,CID4040,SH3KBP1,True
GSE199219,CID4040,EIF1AX,True
GSE199219,CID4040,SAT1,True
GSE199219,CID4040,DDX3X,True
GSE199219,CID4040,NDUFB11,True
GSE199219,CID4040,UXT,True
GSE199219,CID4040,RBM3,True
GSE199219,CID4040,PLP2,True
GSE199219,CID4040,TSPYL2,True
GSE199219,CID4040,MSN,True
GSE199219,CID4040,IL2RG,True
GSE199219,CID4040,RPS4X,True
GSE199219,CID4040,XIST,True
GSE199219,CID4040,ATRX,True
GSE199219,CID4040,COX7B,True
GSE199219,CID4040,PGK1,True
GSE199219,CID4040,ITM2A,True
GSE199219,CID4040,SH3BGRL,True
GSE199219,CID4040,RPL36A,True
GSE199219,CID4040,TSC22D3,True
GSE199219,CID4040,SLC25A5,True
GSE199219,CID4040,SEPT6,True
