source_cohort,held_out_donor,gene,scaler_scale
GSE199219,CID3838,EIF4G2,0.8240252681170295
GSE199219,CID3838,PSMA1,0.7116149520538062
GSE199219,CID3838,C11orf58,0.7770148006090936
GSE199219,CID3838,RPS13,0.7941194912225062
GSE199219,CID3838,LDHA,0.9988507874545881
GSE199219,CID3838,CD44,0.9368295097770075
GSE199219,CID3838,CD6,0.7454828622591086
GSE199219,CID3838,TMEM258,0.756853981987357
GSE199219,CID3838,FTH1,1.0460624763284074
GSE199219,CID3838,AHNAK,0.9060855199968267
GSE199219,CID3838,UBXN1,0.7748742048508133
GSE199219,CID3838,SLC3A2,0.7499517928543686
GSE199219,CID3838,RARRES3,0.9019764331455633
GSE199219,CID3838,COX8A,0.8713603561476048
GSE199219,CID3838,PPP1R14B,0.7119687827487217
GSE199219,CID3838,TRMT112,0.8093279106489026
GSE199219,CID3838,PRDX5,0.6974626987568331
GSE199219,CID3838,SF1,0.8693175058534507
GSE199219,CID3838,NEAT1,1.1260515518791823
GSE199219,CID3838,CFL1,0.8713636918529364
GSE199219,CID3838,CTSW,0.7709303815100348
GSE199219,CID3838,CCDC85B,0.718791319632235
GSE199219,CID3838,DRAP1,0.8316045649357809
GSE199219,CID3838,TBC1D10C,0.7653664262994258
GSE199219,CID3838,CORO1B,0.762060250658638
GSE199219,CID3838,GSTP1,0.743999514079858
GSE199219,CID3838,DHCR7,0.23389305694232265
GSE199219,CID3838,UCP2,0.732188575521014
GSE199219,CID3838,SPCS2,0.7743493757297969
GSE199219,CID3838,RPS3,0.766359438429144
GSE199219,CID3838,NDUFC2,0.7414200287767198
GSE199219,CID3838,PCF11,0.6897579833097351
GSE199219,CID3838,CTSC,0.8429923844218923
GSE199219,CID3838,CHORDC1,0.7460511938928884
GSE199219,CID3838,TAF1D,0.8155669489212819
GSE199219,CID3838,BIRC3,1.0243626989182983
GSE199219,CID3838,TMEM123,0.7041213316467837
GSE199219,CID3838,CARD16,0.7423376421671576
GSE199219,CID3838,ATM,0.7206856014169588
GSE199219,CID3838,NCAM1,0.10992918930615153
GSE199219,CID3838,PCSK7,0.7032647859463029
GSE199219,CID3838,CD3E,0.8839185729124854
GSE199219,CID3838,CD3D,0.9174077254080353
GSE199219,CID3838,CD3G,0.8882276981682752
GSE199219,CID3838,ATP5MG,1.0093727801376784
GSE199219,CID3838,KMT2A,0.7087207859317168
GSE199219,CID3838,RPS25,0.6950787847767141
GSE199219,CID3838,H2AFX,0.8482778151412601
GSE199219,CID3838,HSPA8,1.0607209460085278
GSE199219,CID3838,ETS1,0.8636899040876996
GSE199219,CID3838,IDI1,0.8209297280975764
GSE199219,CID3838,KLF6,1.1594659480636527
GSE199219,CID3838,CELF2,0.8496305550720292
GSE199219,CID3838,OPTN,0.7002912418851313
GSE199219,CID3838,FAM107B,0.9600812588319644
GSE199219,CID3838,VIM,1.13436263216944
GSE199219,CID3838,YME1L1,0.7791783647141333
GSE199219,CID3838,KIF5B,0.7071468931278627
GSE199219,CID3838,EPC1,0.790825402312739
GSE199219,CID3838,ITGB1,0.8344149203312604
GSE199219,CID3838,CREM,1.262214424845608
GSE199219,CID3838,HNRNPF,0.7912243168477562
GSE199219,CID3838,ARID5B,1.029921841124632
GSE199219,CID3838,JMJD1C,0.8032189180335298
GSE199219,CID3838,HNRNPH3,0.7185622746118846
GSE199219,CID3838,DDX21,0.7238749993043262
GSE199219,CID3838,SRGN,0.949576249280239
GSE199219,CID3838,PPA1,0.6981136799897927
GSE199219,CID3838,SPOCK2,0.8751275509886872
GSE199219,CID3838,ANAPC16,0.8197298863781673
GSE199219,CID3838,DDIT4,1.039004954133261
GSE199219,CID3838,VDAC2,0.6935437356421166
GSE199219,CID3838,PGAM1,0.7267142682580945
GSE199219,CID3838,NDUFB8,0.7603601135890323
GSE199219,CID3838,ATP5MD,0.6984351875531508
GSE199219,CID3838,DUSP5,0.742747806833853
GSE199219,CID3838,PDCD4,0.8696076946459379
GSE199219,CID3838,EIF3A,0.7450983620322315
GSE199219,CID3838,RGS10,0.7801176497908282
GSE199219,CID3838,BUB3,0.7042841818208926
GSE199219,CID3838,WNK1,0.6998866377046418
GSE199219,CID3838,CCND2,0.691038988878099
GSE199219,CID3838,CD27,0.8246433106895951
GSE199219,CID3838,GAPDH,1.0284656427418277
GSE199219,CID3838,PTMS,0.6891870762404826
GSE199219,CID3838,CD4,0.5554600406942222
GSE199219,CID3838,TPI1,0.8939273226001574
GSE199219,CID3838,C12orf57,0.8625750138040161
GSE199219,CID3838,SLC2A3,0.9956482846469079
GSE199219,CID3838,KLRB1,0.989361019884824
GSE199219,CID3838,CLEC2D,0.9160431345610414
GSE199219,CID3838,CD69,1.2992605334887597
GSE199219,CID3838,CLEC2B,1.0366387070267
GSE199219,CID3838,GABARAPL1,0.7211540312651381
GSE199219,CID3838,KLRD1,0.79428306416182
GSE199219,CID3838,CDKN1B,0.7396984530473264
GSE199219,CID3838,ARHGDIB,0.9187851412165556
GSE199219,CID3838,LDHB,0.8683313775315009
GSE199219,CID3838,FGFR1OP2,0.7199458170796902
GSE199219,CID3838,KIAA1551,0.8629071800387538
GSE199219,CID3838,SCAF11,0.7708973262662938
GSE199219,CID3838,SLC38A1,0.7396716240555102
GSE199219,CID3838,SLC38A2,0.9314246086420179
GSE199219,CID3838,TUBA1B,1.0107411045492605
GSE199219,CID3838,TUBA1A,0.9977611517292189
GSE199219,CID3838,TUBA1C,0.6891780286289343
GSE199219,CID3838,TMBIM6,0.8632808088951227
GSE199219,CID3838,LIMA1,0.37769223361364956
GSE199219,CID3838,DAZAP2,0.8573701087720302
GSE199219,CID3838,NR4A1,0.9401393086752381
GSE199219,CID3838,EIF4B,0.7231501339603675
GSE199219,CID3838,PFDN5,0.8249601319422865
GSE199219,CID3838,PRR13,0.6893510562970515
GSE199219,CID3838,PCBP2,0.8214612793308657
GSE199219,CID3838,ATP5MC2,0.9516693274486346
GSE199219,CID3838,HNRNPA1,0.8614484408924481
GSE199219,CID3838,BLOC1S1,0.7445524766561777
GSE199219,CID3838,CD63,0.8629273894959785
GSE199219,CID3838,RPS26,0.9816116623446203
GSE199219,CID3838,MYL6,0.966257443696087
GSE199219,CID3838,PTGES3,0.8640276716541339
GSE199219,CID3838,NACA,0.7962770480785043
GSE199219,CID3838,USP15,0.7612348201056623
GSE199219,CID3838,IFNG,1.2110076741089209
GSE199219,CID3838,RAP1B,0.7872831916823855
GSE199219,CID3838,RAB21,0.6868198771565297
GSE199219,CID3838,GLIPR1,0.7649011022733258
GSE199219,CID3838,PHLDA1,0.8838087305966323
GSE199219,CID3838,NAP1L1,0.877885523562175
GSE199219,CID3838,PPP1R12A,0.7264107174840672
GSE199219,CID3838,ATP2B1,0.7263516039005663
GSE199219,CID3838,BTG1,0.787364745131229
GSE199219,CID3838,SNRPF,0.6955364572345849
GSE199219,CID3838,SLC25A3,0.8914187625480028
GSE199219,CID3838,HSP90B1,0.8073859899546605
GSE199219,CID3838,C12orf75,0.7152061618286704
GSE199219,CID3838,ISCU,0.7453828711402637
GSE199219,CID3838,ARPC3,0.9138739297650549
GSE199219,CID3838,ERP29,0.7989522852297534
GSE199219,CID3838,RPL6,0.752105083833251
GSE199219,CID3838,PEBP1,0.7474266749692787
GSE199219,CID3838,RPLP0,0.8834717305000536
GSE199219,CID3838,COX6A1,0.82346617537532
GSE199219,CID3838,SRSF9,0.7484814499850958
GSE199219,CID3838,DYNLL1,1.0018881618564197
GSE199219,CID3838,RSRC2,0.8378200629014585
GSE199219,CID3838,VPS37B,0.7257259314310216
GSE199219,CID3838,ARL6IP4,0.7932824673146588
GSE199219,CID3838,RILPL2,0.7477396046802111
GSE199219,CID3838,UBC,0.8632024355152392
GSE199219,CID3838,RAN,0.8778786652817069
GSE199219,CID3838,MPHOSPH8,0.7529204259256956
GSE199219,CID3838,SAP18,0.9526085495412292
GSE199219,CID3838,RPL21,0.7915684816735079
GSE199219,CID3838,GTF3A,0.7571501519160774
GSE199219,CID3838,POLR1D,0.7293233544496867
GSE199219,CID3838,POMP,0.7669265993236638
GSE199219,CID3838,HMGB1,0.9329087862308268
GSE199219,CID3838,ALOX5AP,0.887701675874128
GSE199219,CID3838,HSPH1,1.1972029656520422
GSE199219,CID3838,N4BP2L2,0.8995162557920109
GSE199219,CID3838,ELF1,0.9414287107094009
GSE199219,CID3838,RGCC,1.3457160978449538
GSE199219,CID3838,LCP1,0.8650644218746733
GSE199219,CID3838,ITM2B,0.8627177715630853
GSE199219,CID3838,INTS6,0.9551716647709971
GSE199219,CID3838,COMMD6,0.8708538409060043
GSE199219,CID3838,MYCBP2,0.7590940975153854
GSE199219,CID3838,GPR183,0.953126061901785
GSE199219,CID3838,ARGLU1,0.8541742488831515
GSE199219,CID3838,PNP,0.7136992992807967
GSE199219,CID3838,HNRNPC,0.8596175201481798
GSE199219,CID3838,TRAC,1.0152731387124558
GSE199219,CID3838,DAD1,0.7812533004133067
GSE199219,CID3838,PSME1,0.8806778956860977
GSE199219,CID3838,PSME2,0.9009401968913595
GSE199219,CID3838,CHMP4A,0.7334556397320334
GSE199219,CID3838,NEDD8,0.7720339774409941
GSE199219,CID3838,GZMH,0.7204003132071896
GSE199219,CID3838,GZMB,0.7049991324972575
GSE199219,CID3838,BAZ1A,0.7388823148447755
GSE199219,CID3838,FAM177A1,0.8618612917146199
GSE199219,CID3838,NFKBIA,1.187693452423041
GSE199219,CID3838,RALGAPA1,0.7733608876982186
GSE199219,CID3838,PNN,0.7897221134401808
GSE199219,CID3838,RPS29,0.7904893146906962
GSE199219,CID3838,RPL36AL,0.855381897555306
GSE199219,CID3838,ARF6,0.8022520361212098
GSE199219,CID3838,GNG2,0.7390762298337848
GSE199219,CID3838,LGALS3,0.7168192093306934
GSE199219,CID3838,KTN1,0.7499610516503261
GSE199219,CID3838,SYNE2,0.8657071251834388
GSE199219,CID3838,ZFP36L1,1.077789297294209
GSE199219,CID3838,ERH,0.701132790876593
GSE199219,CID3838,SRSF5,0.8834554132599401
GSE199219,CID3838,RBM25,0.8499338427863676
GSE199219,CID3838,FOS,1.435335672731877
GSE199219,CID3838,BATF,0.9256716777710929
GSE199219,CID3838,AHSA1,0.7256668023160361
GSE199219,CID3838,CALM1,0.9007027821455291
GSE199219,CID3838,DDX24,0.8960601205458552
GSE199219,CID3838,PAPOLA,0.7173319904788963
GSE199219,CID3838,BCL11B,0.7330737369046281
GSE199219,CID3838,EVL,0.9218044577856899
GSE199219,CID3838,PPP2R5C,0.9684865112981115
GSE199219,CID3838,HSP90AA1,1.1901187900824837
GSE199219,CID3838,EIF5,0.8999070199944386
GSE199219,CID3838,CRIP1,0.8201429984632015
GSE199219,CID3838,SRP14,0.883806824600889
GSE199219,CID3838,PDIA3,0.7558746126090962
GSE199219,CID3838,SERF2,0.8392393790363147
GSE199219,CID3838,DUT,0.6931539427917034
GSE199219,CID3838,EID1,0.7181116883212676
GSE199219,CID3838,GABPB1-AS1,0.7086280200022208
GSE199219,CID3838,RSL24D1,0.7315251068627235
GSE199219,CID3838,SLTM,0.7046368899569532
GSE199219,CID3838,ANXA2,0.7710777109920518
GSE199219,CID3838,RORA,0.9102023172893141
GSE199219,CID3838,RPS27L,0.855706408880479
GSE199219,CID3838,PPIB,0.8217556156219841
GSE199219,CID3838,RPL4,0.880816798395888
GSE199219,CID3838,PKM,0.8118280884185903
GSE199219,CID3838,ARIH1,0.7924596480420405
GSE199219,CID3838,COX5A,0.7185629861070005
GSE199219,CID3838,PSTPIP1,0.6871745982226353
GSE199219,CID3838,MORF4L1,0.822292631720388
GSE199219,CID3838,RPS17,0.8100259461834209
GSE199219,CID3838,SEC11A,0.7470958392674282
GSE199219,CID3838,AKAP13,0.840114293459273
GSE199219,CID3838,ISG20,0.9583694522426199
GSE199219,CID3838,CIB1,0.8578771110231391
GSE199219,CID3838,IQGAP1,0.7693606242245838
GSE199219,CID3838,CHD2,0.7988661567688977
GSE199219,CID3838,SRRM2,0.8270948146010256
GSE199219,CID3838,ELOB,0.8385772175442796
GSE199219,CID3838,IL32,1.1202605280644888
GSE199219,CID3838,SOCS1,0.9412373203342645
GSE199219,CID3838,LITAF,0.8599634861570221
GSE199219,CID3838,GSPT1,0.7575654415093576
GSE199219,CID3838,RPS15A,0.6972895263700662
GSE199219,CID3838,ARL6IP1,0.8077146706445765
GSE199219,CID3838,RBBP6,0.7085613029218544
GSE199219,CID3838,CD19,0.005307316473900084
GSE199219,CID3838,LAT,0.7594259244770247
GSE199219,CID3838,ALDOA,0.7544938931513061
GSE199219,CID3838,CORO1A,0.936928789899014
GSE199219,CID3838,SEPT1,0.696483818460605
GSE199219,CID3838,FUS,0.93201612830371
GSE199219,CID3838,CYLD,0.730887315571517
GSE199219,CID3838,MT2A,1.0806321999240796
GSE199219,CID3838,HERPUD1,0.982124104576732
GSE199219,CID3838,CKLF,0.8982189387944917
GSE199219,CID3838,FAM96B,0.7139198180397
GSE199219,CID3838,GABARAPL2,0.7097129762387615
GSE199219,CID3838,TERF2IP,0.7763273193776404
GSE199219,CID3838,MAF,0.7651362579849663
GSE199219,CID3838,CMC2,0.6948624820816551
GSE199219,CID3838,COTL1,1.0005633432025671
GSE199219,CID3838,COX4I1,0.8732609916951057
GSE199219,CID3838,MAP1LC3B,0.8603087629705657
GSE199219,CID3838,CYBA,0.8899204820017825
GSE199219,CID3838,APRT,0.8306201555768766
GSE199219,CID3838,ANKRD11,0.7982142397363697
GSE199219,CID3838,TCF25,0.7521786197970005
GSE199219,CID3838,ITGAE,0.5332258714159469
GSE199219,CID3838,PFN1,0.9592683733080359
GSE199219,CID3838,EIF5A,0.7946997430372394
GSE199219,CID3838,ACAP1,0.858688346043869
GSE199219,CID3838,POLR2A,0.7542891361348762
GSE199219,CID3838,EIF4A1,0.8237857877979347
GSE199219,CID3838,KDM6B,0.8900613482283776
GSE199219,CID3838,TRAPPC1,0.7024159750429547
GSE199219,CID3838,VAMP2,0.7956406947309824
GSE199219,CID3838,RPL26,0.7327708219610344
GSE199219,CID3838,NCOR1,0.7205023010530308
GSE199219,CID3838,UBB,0.9500998813540967
GSE199219,CID3838,WSB1,0.8648026964615634
GSE199219,CID3838,RPL23A,0.7038582443965252
GSE199219,CID3838,NUFIP2,0.7283517912920444
GSE199219,CID3838,EVI2B,0.7375782960956295
GSE199219,CID3838,ZNF207,0.7179744635158064
GSE199219,CID3838,SLFN5,0.7330853281307397
GSE199219,CID3838,CCL5,1.5892606209732225
GSE199219,CID3838,CCL3,0.6904208836040637
GSE199219,CID3838,CCL4,1.838074039255197
GSE199219,CID3838,CCL4L2,1.0532612619921047
GSE199219,CID3838,PSMB3,0.7188753276694246
GSE199219,CID3838,RPL23,0.9023792540163458
GSE199219,CID3838,RPL19,0.6910425908436943
GSE199219,CID3838,ERBB2,0.2180121693525231
GSE199219,CID3838,CCR7,0.8297643918478813
GSE199219,CID3838,KRT10,0.730268892777214
GSE199219,CID3838,STAT3,0.878612579753947
GSE199219,CID3838,RPL27,0.8209014167641346
GSE199219,CID3838,HEXIM1,0.767604721385102
GSE199219,CID3838,FMNL1,0.7088806057497107
GSE199219,CID3838,SKAP1,0.7343917073653203
GSE199219,CID3838,LUC7L3,0.8071699119117797
GSE199219,CID3838,TOB1,0.8946048687809929
GSE199219,CID3838,VMP1,0.9332439540466592
GSE199219,CID3838,LIMD2,0.8722781709402306
GSE199219,CID3838,DDX5,0.8295192030239835
GSE199219,CID3838,BPTF,0.7346440397101612
GSE199219,CID3838,KPNA2,0.724317432802823
GSE199219,CID3838,RPL38,0.8194693694970687
GSE199219,CID3838,FDXR,0.23943088666698284
GSE199219,CID3838,JPT1,0.8270049214310445
GSE199219,CID3838,SUMO2,0.894342765410305
GSE199219,CID3838,H3F3B,0.759992157522891
GSE199219,CID3838,UBALD2,0.7735912104619416
GSE199219,CID3838,SRSF2,0.9526720745445106
GSE199219,CID3838,SEPT9,0.7190188892820404
GSE199219,CID3838,SOCS3,0.8739860116271578
GSE199219,CID3838,EIF4A3,0.9776141019934331
GSE199219,CID3838,RNF213,0.9053172331715634
GSE199219,CID3838,ACTG1,0.9305311537149454
GSE199219,CID3838,CD7,1.0285317635347782
GSE199219,CID3838,METRNL,0.8517786606036445
GSE199219,CID3838,SMCHD1,0.8713816532497161
GSE199219,CID3838,MYL12A,0.982897963682333
GSE199219,CID3838,MYL12B,0.9316606986303341
GSE199219,CID3838,NDUFV2,0.7715139128728908
GSE199219,CID3838,ANKRD12,0.9460735557225931
GSE199219,CID3838,VAPA,0.7130417821651156
GSE199219,CID3838,CHMP1B,0.8601500949618258
GSE199219,CID3838,LDLRAD4,0.7172365927429704
GSE199219,CID3838,ROCK1,0.7071383814474681
GSE199219,CID3838,RPL17,0.7735539921426257
GSE199219,CID3838,PMAIP1,0.9617516011306253
GSE199219,CID3838,MBP,0.7285325448088925
GSE199219,CID3838,FKBP1A,0.7527198942593186
GSE199219,CID3838,SNRPB,0.8073816176903251
GSE199219,CID3838,NOP56,0.7576691309895184
GSE199219,CID3838,PRNP,0.6992904474856729
GSE199219,CID3838,CST7,0.9878447749608085
GSE199219,CID3838,DYNLRB1,0.7103572504735574
GSE199219,CID3838,RBM39,0.8658070233844842
GSE199219,CID3838,TOP1,0.7695424009251298
GSE199219,CID3838,YWHAB,0.9019367524069482
GSE199219,CID3838,STK4,0.9393018922134538
GSE199219,CID3838,ZFAS1,0.9318956754286797
GSE199219,CID3838,CEBPB,0.8317332345441548
GSE199219,CID3838,GNAS,0.8991064776708974
GSE199219,CID3838,ATP5F1E,1.2433982020158936
GSE199219,CID3838,PSMA7,0.867405845674879
GSE199219,CID3838,RPS21,0.8015187412736688
GSE199219,CID3838,PPDPF,0.8861327194264308
GSE199219,CID3838,GZMM,0.789942014508257
GSE199219,CID3838,PTBP1,0.7130945382019431
GSE199219,CID3838,GPX4,0.8321471886579235
GSE199219,CID3838,ATP5F1D,0.7605832540949053
GSE199219,CID3838,MIDN,0.7871836947734953
GSE199219,CID3838,CIRBP,0.8710236199736546
GSE199219,CID3838,RPS15,0.6900560446734566
GSE199219,CID3838,UQCR11,0.8184152250416042
GSE199219,CID3838,ABHD17A,0.7440925174292132
GSE199219,CID3838,MKNK2,0.7492470055958116
GSE199219,CID3838,OAZ1,0.8569612922520825
GSE199219,CID3838,LSM7,0.7277393663892766
GSE199219,CID3838,GADD45B,1.2066825003243924
GSE199219,CID3838,AES,0.846714254466581
GSE199219,CID3838,EEF2,0.8697994660441594
GSE199219,CID3838,RPL36,0.8525391367350935
GSE199219,CID3838,NDUFA11,0.7302829979566385
GSE199219,CID3838,TNFSF9,0.6931223778916097
GSE199219,CID3838,RPS28,0.7239390796324551
GSE199219,CID3838,HNRNPM,0.7213920637622532
GSE199219,CID3838,UBL5,0.8436212862874934
GSE199219,CID3838,EIF3G,0.7917488521217056
GSE199219,CID3838,ICAM3,0.7773151086295144
GSE199219,CID3838,CDC37,0.7135471049434553
GSE199219,CID3838,WDR83OS,0.7311453797986286
GSE199219,CID3838,TRIR,0.8582618329211528
GSE199219,CID3838,JUNB,1.2148616504200298
GSE199219,CID3838,PRDX2,0.7515737283904733
GSE199219,CID3838,CALR,0.9137915379809909
GSE199219,CID3838,IER2,1.0860907152185435
GSE199219,CID3838,C19orf53,0.7629175094000408
GSE199219,CID3838,AC020916.1,0.7474988755434784
GSE199219,CID3838,ADGRE5,0.837987489859847
GSE199219,CID3838,DNAJB1,1.2891009395394586
GSE199219,CID3838,TPM4,0.6969529056639947
GSE199219,CID3838,KLF2,1.3154494241733177
GSE199219,CID3838,BST2,0.8152876046746907
GSE199219,CID3838,RPL18A,0.719088236517087
GSE199219,CID3838,JUND,1.1740962853045722
GSE199219,CID3838,FKBP8,0.6925031450022704
GSE199219,CID3838,UBA52,0.780323994764481
GSE199219,CID3838,COPE,0.7679244083369487
GSE199219,CID3838,NDUFA13,0.7112254834785879
GSE199219,CID3838,FXYD5,0.89222702793787
GSE199219,CID3838,COX6B1,0.8297895261145921
GSE199219,CID3838,NFKBID,0.6938486034296595
GSE199219,CID3838,HCST,1.0005379141190143
GSE199219,CID3838,PSMD8,0.737609666692603
GSE199219,CID3838,EIF3K,0.8471330882805107
GSE199219,CID3838,ACTN4,0.7325657883887079
GSE199219,CID3838,GMFG,0.8908439365432508
GSE199219,CID3838,ZFP36,1.1785419540423574
GSE199219,CID3838,RPS16,0.7414334199003358
GSE199219,CID3838,SERTAD1,0.9800120634849635
GSE199219,CID3838,HNRNPUL1,0.6918938841397192
GSE199219,CID3838,TGFB1,0.9100137735749321
GSE199219,CID3838,RPS19,0.7249835837438081
GSE199219,CID3838,ARHGEF1,0.7733926255907854
GSE199219,CID3838,RABAC1,0.7842500976657479
GSE199219,CID3838,DEDD2,0.7114438341761732
GSE199219,CID3838,FOSB,1.1741775126741922
GSE199219,CID3838,SNRPD2,0.8061015267030194
GSE199219,CID3838,CALM3,0.7859773193765012
GSE199219,CID3838,NOP53,0.930270952581401
GSE199219,CID3838,EMP3,0.8879473220946505
GSE199219,CID3838,RPL18,0.7398570604503996
GSE199219,CID3838,PPP1R15A,1.0154297243906754
GSE199219,CID3838,BAX,0.7692033578221755
GSE199219,CID3838,FTL,0.9048687499088911
GSE199219,CID3838,CD37,0.845308207427053
GSE199219,CID3838,RPL13A,0.7401980805985172
GSE199219,CID3838,RPS11,0.7966681912080585
GSE199219,CID3838,NKG7,1.270280205778921
GSE199219,CID3838,ZNF331,1.1496416417326971
GSE199219,CID3838,MYADM,1.0109786117228334
GSE199219,CID3838,RPS9,0.7463794305375723
GSE199219,CID3838,UBE2S,1.1169267557588591
GSE199219,CID3838,RPS5,0.8477727810301624
GSE199219,CID3838,RANBP1,0.7076323824155093
GSE199219,CID3838,MIF,0.7227893080365886
GSE199219,CID3838,XBP1,0.7701267134621277
GSE199219,CID3838,UQCR10,0.7869554634375088
GSE199219,CID3838,PIK3IP1,0.846808647222477
GSE199219,CID3838,MYH9,0.754677086226621
GSE199219,CID3838,RAC2,0.8978242512715267
GSE199219,CID3838,LGALS1,1.0700465710309428
GSE199219,CID3838,DDX17,0.8640980350734994
GSE199219,CID3838,APOBEC3G,0.860113973254483
GSE199219,CID3838,RPL3,0.7604059532626335
GSE199219,CID3838,ATF4,0.8047263874096047
GSE199219,CID3838,TNRC6B,0.7583195831613921
GSE199219,CID3838,ST13,0.71284586548638
GSE199219,CID3838,RBX1,0.7166094668268342
GSE199219,CID3838,SNU13,0.7595856027810705
GSE199219,CID3838,SMDT1,0.7561392852823252
GSE199219,CID3838,TSPO,0.8138279151231469
GSE199219,CID3838,PIM3,0.7749584267627212
GSE199219,CID3838,TYMP,0.8159724674079096
GSE199219,CID3838,SAMSN1,0.9678820834383663
GSE199219,CID3838,BTG3,0.7391997904838872
GSE199219,CID3838,ATP5PF,0.6987898511001358
GSE199219,CID3838,SOD1,0.9473696373389174
GSE199219,CID3838,SON,0.8500655442759975
GSE199219,CID3838,MRPS6,0.7491600482998017
GSE199219,CID3838,SLC5A3,0.707010655863153
GSE199219,CID3838,HMGN1,0.8930258481205362
GSE199219,CID3838,ABCG1,0.3912602668274332
GSE199219,CID3838,CSTB,0.8035683543347585
GSE199219,CID3838,ITGB2,0.826045128030393
GSE199219,CID3838,MT-ND2,0.7539930080737026
GSE199219,CID3838,MT-ND3,0.7287917712234445
GSE199219,CID3838,MT-ND4L,0.9055403388482319
GSE199219,CID3838,MT-ND5,0.833433120259848
GSE199219,CID3838,mm10---mt-Atp6,1.199040563918807
GSE199219,CID3838,mm10---mt-Co3,1.1887766915370992
GSE199219,CID3838,mm10---mt-Co2,1.143485417845963
GSE199219,CID3838,mm10---mt-Cytb,1.032637859175369
GSE199219,CID3838,mm10---mt-Co1,1.028945010187197
GSE199219,CID3838,mm10---mt-Nd1,0.8998823912267044
GSE199219,CID3838,mm10---Gm42418,0.9649456762568822
GSE199219,CID3838,mm10---mt-Nd2,0.8693791063487571
GSE199219,CID3838,mm10---mt-Nd4,0.8984009021768005
GSE199219,CID3838,SELK,0.9016578129611253
GSE199219,CID3838,FYB,0.8075491799520571
GSE199219,CID3838,GNB2L1,1.3327898719140774
GSE199219,CID3838,ATP5L,0.9219135739230353
GSE199219,CID3838,ATP5G2,0.8173040225891657
GSE199219,CID3838,ATP5E,1.1444606634614076
GSE199219,CID3838,C19orf43,0.7277378193657454
GSE199219,CID3838,CTD-3252C9.4,0.7854459523171083
GSE199219,CID3838,GLTSCR2,0.7811159516758011
GSE199219,CID4040,ISG15,1.1190988237230772
GSE199219,CID4040,TNFRSF18,0.9371846587100268
GSE199219,CID4040,TNFRSF4,0.8915112614961288
GSE199219,CID4040,RPL22,0.8532042030712628
GSE199219,CID4040,TNFRSF9,0.699250125031341
GSE199219,CID4040,PARK7,0.8796101785954614
GSE199219,CID4040,ENO1,0.8913850160205324
GSE199219,CID4040,TNFRSF1B,0.7927436134830955
GSE199219,CID4040,PRDM2,0.7779173209787039
GSE199219,CID4040,EFHD2,0.7110944529315835
GSE199219,CID4040,CAPZB,0.7894682164408782
GSE199219,CID4040,MINOS1,0.7247895651662725
GSE199219,CID4040,HP1BP3,0.7210411956503212
GSE199219,CID4040,CDC42,0.8407301110653909
GSE199219,CID4040,ID3,0.7426697637103025
GSE199219,CID4040,RPL11,0.7227695936840671
GSE199219,CID4040,SRSF10,0.7308207170557453
GSE199219,CID4040,RCAN3,0.732675121584031
GSE199219,CID4040,SRRM1,0.8344555726691166
GSE199219,CID4040,RUNX3,0.8611067436060194
GSE199219,CID4040,SYF2,0.7387442178705749
GSE199219,CID4040,RSRP1,0.9420363401931913
